album_id,copyright
3c7IGLGpCdyd8NdiOq5nT3,(P) 2018 Disruptor Records/Columbia Records
2USigX9DhGuAini71XZEEK,(P) 2002 Sony Music Entertainment
1XBTyV1if5X9sU4IhpfH5R,© 2018 Big Ligas under exclusive license to Warner Music Latina
1XBTyV1if5X9sU4IhpfH5R,℗ 2018 Big Ligas under exclusive license to Warner Music Latina
3nzuGtN3nXARvvecier4K0,(P) 2018 MER under exclusive license to Sony Music Entertainment Sweden AB
0Ikw6ho559687KCPbSjr0K,© 2015 KIDinaKORNER/Interscope Records
0Ikw6ho559687KCPbSjr0K,℗ 2015 KIDinaKORNER/Interscope Records
2nwTJuSqvCygeyI8U7vpeI,(P) 2017 AJR Productions under exclusive license to Black Butter Limited
5IYvKd22yQkJRfoIStesbX,"© 2018 Def Jam Recordings, a division of UMG Recordings, Inc."
5IYvKd22yQkJRfoIStesbX,"℗ 2018 Def Jam Recordings, a division of UMG Recordings, Inc."
7mXg4fLJHmmnjAahH15Wsj,© 2010 Capitol Records Inc.
7mXg4fLJHmmnjAahH15Wsj,℗ 2010 Capitol Records Inc.
6k16WXh4rKyusIoN00rmpi,(P) 2001 Arista Records
6i0e9955UWeADYG0ZsXBiP,"© 2015 Spinnin Records B.V., under exclusive licence to Polydor Records (a division of Universal Music Operations Limited)"
6i0e9955UWeADYG0ZsXBiP,"℗ 2015 Spinnin Records B.V., under exclusive licence to Polydor Records (a division of Universal Music Operations Limited)"
7DRvJhjucsH34zMXtEh0ER,© 2014 Twentieth Century Fox Film Corporation
7DRvJhjucsH34zMXtEh0ER,℗ 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
3W80SKudkIYkRbvYeRjlbc,"© 2018 Big Machine Label Group, LLC"
3W80SKudkIYkRbvYeRjlbc,"℗ 2018 Big Machine Label Group, LLC"
0BiNb8HYR4JvuxUa31Z58Q,"© 1992 R.E.M./Athens L.L.C. Under exclusive license to Concord Music Group, Inc., under exclusive license to Concord Music Group, Inc."
0BiNb8HYR4JvuxUa31Z58Q,"℗ 1992 R.E.M./Athens L.L.C. Under exclusive license to Concord Music Group, Inc., under exclusive license to Concord Music Group, Inc."
4PrPbmm0gKvaD3rerOXFg8,© 2004 Aftermath/G Unit/Interscope Records
4PrPbmm0gKvaD3rerOXFg8,℗ 2004 Aftermath/G Unit/Interscope Records
5i2HhIrYyMNQvmsBk9h8Im,(C) 2004 Los Cangris Music
5i2HhIrYyMNQvmsBk9h8Im,(P) 2004 Los Cangris Music
3HkVMTl5OJ9lTN3bDSqeI1,(C) 2014 Downtown Records under exclusive license to Sony Music Entertainment UK Limited
64WDoAGyTcPlSIFAiSDsB0,(P) 2018 MER under exclusive license to Sony Music Entertainment Sweden AB
3l4upQAODB7TXlJS3zU97N,"2010 No Reserve, Inc. under exclusive license to Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States"
3l4upQAODB7TXlJS3zU97N,"2010 No Reserve, Inc. under exclusive license to Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States"
2zGbALuLN1QjFgddq9kIz1,"(P) 2018 Ultra Records, LLC"
6gyBOHTEtKHEPIy9EAWjdB,© 2015 Aftermath/Interscope Records
6gyBOHTEtKHEPIy9EAWjdB,℗ 2015 Aftermath/Interscope Records
3WNxdumkSMGMJRhEgK80qx,(P) 1999 Zomba Recording LLC
2B87zXm9bOWvAJdkJBTpzF,© 2017 Universal Music New Zealand Limited
2B87zXm9bOWvAJdkJBTpzF,℗ 2017 Universal Music New Zealand Limited
1dgbFU08pXJXZhGPlybdMX,© 2009 Interscope Records
1dgbFU08pXJXZhGPlybdMX,℗ 2009 Interscope Records
5vroSoweHs5AK7bFe7bBqi,"© 2018 UMG Recordings, Inc."
5vroSoweHs5AK7bFe7bBqi,"Universal Music Latino; ℗ 2018 UMG Recordings, Inc."
0lheRPWdziAtZEiww8TrUO,© 2019 Darkroom/Interscope Records
0lheRPWdziAtZEiww8TrUO,℗ 2019 Darkroom/Interscope Records
2oQFjuVpdWJWfjRXIKUKCn,2018 Joytime Collective / Lil Peep
2oQFjuVpdWJWfjRXIKUKCn,2018 Joytime Collective / Lil Peep
0tBfLeYdX3oBnl5NVpot4m,"© 1994 UMG Recordings, Inc."
0tBfLeYdX3oBnl5NVpot4m,"A Mercury Records release; This Compilation ℗ 1994 UMG Recordings, Inc."
1zQ6F8gMagKcPL4SoA80cx,"(P) 2003 Roswell Records, Inc."
4KZGe18wZJbXL6JLW4KyLc,© 2011 Queen Productions Ltd. under exclusive licence to Universal International Music BV
4KZGe18wZJbXL6JLW4KyLc,℗ 2011 Queen Productions Ltd. under exclusive licence to Universal International Music BV
6s2isojT7rGZUgJyymjjKU,© 2014 OVO Sound/Warner Records Inc.
6s2isojT7rGZUgJyymjjKU,℗ 2014 OVO Sound/Warner Records Inc.
24E6rDvGDuYFjlGewp4ntF,"(P) 1996 Epic Records, a division of Sony Music Entertainment"
2s27rRgZswwbRJUQXSGTLf,2016 YG Entertainment
2s27rRgZswwbRJUQXSGTLf,2016 YG Entertainment
1yGbNOtRIgdIiGHOEBaZWf,"© 2014 Big Machine Records, LLC"
1yGbNOtRIgdIiGHOEBaZWf,"℗ 2014 Big Machine Records, LLC"
25bkGXqgyIbBGfQlHLV42D,"© 2017 Island Records, a division of UMG Recordings, Inc."
25bkGXqgyIbBGfQlHLV42D,"℗ 2017 Island Records, a division of UMG Recordings, Inc."
1V6a99EbTTIegOhWoPxYI9,© 2001 Polar Music International AB
1V6a99EbTTIegOhWoPxYI9,This Compilation ℗ 2001 Polar Music International AB
6P9PZjWXoCRF5b66BafPKY,"(P) 2018 Epic Records, a division of Sony Music Entertainment. With Freebandz, Grade A and Interscope."
13k3IPnPlB9SWgTy2NusbH,"© 2015 Lana Del Rey, under exclusive license to Vertigo/Capitol, a division of Universal Music GmbH"
13k3IPnPlB9SWgTy2NusbH,"℗ 2015 Lana Del Rey, under exclusive license to Vertigo/Capitol, a division of Universal Music GmbH"
7I9Wh2IgvI3Nnr8Z1ZSWby,© 2018 Iron Maiden LLP
7I9Wh2IgvI3Nnr8Z1ZSWby,"℗ 1983, 2015 Iron Maiden LLP under exclusive license to Parlophone Records Ltd, a Warner Music Group Company"
2sZGDqHfU884z3iFris122,2005 Hellcat
2sZGDqHfU884z3iFris122,2005 Hellcat
1Hno6CtKbaFNAEPjRHDrc6,© 2018 Interscope Records
1Hno6CtKbaFNAEPjRHDrc6,℗ 2018 Interscope Records
6GLHwIp1K3u1zdLOdPRG0W,© 1980 Geffen Records
6GLHwIp1K3u1zdLOdPRG0W,℗ 1980 Geffen Records
0kBfgEilUFCMIQY5IOjG4t,"© 1986 UMG Recordings, Inc."
0kBfgEilUFCMIQY5IOjG4t,"A Mercury Records release; ℗ 1986 UMG Recordings, Inc."
5RS9xkMuDmeVISqGDBmnSa,© 2011 Queen Productions Ltd. under exclusive licence to Universal International Music BV
5RS9xkMuDmeVISqGDBmnSa,℗ 2011 Queen Productions Ltd. under exclusive licence to Universal International Music BV
51NPMfa9QfxsYtqzcB2VfY,© 2003 Virgin Records Limited
51NPMfa9QfxsYtqzcB2VfY,℗ 2003 Virgin Records Limited
2FgwL1GHWKTbuHzAIjEeFa,"© 2007 Casablanca Music, LLC"
2FgwL1GHWKTbuHzAIjEeFa,"℗ 2007 Casablanca Music, LLC"
1l1zcI8iwJg4WCb7jxHtbN,"© 2018 UMG Recordings, Inc."
1l1zcI8iwJg4WCb7jxHtbN,"Universal Music Latino; ℗ 2018 UMG Recordings, Inc."
0GBegi5sGx2qvFWHg95Dji,2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
0GBegi5sGx2qvFWHg95Dji,2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
3xJzdYiYlc7CMtRXBpd9Qg,2018 Lauv
3xJzdYiYlc7CMtRXBpd9Qg,2018 Lauv
1T2zfKOl2TFkwRuQ7arglc,(C) 2016 Majestic Casual Records
5OA9iN6WTzunqAdiuEpr7Q,"(P) 2003 RCA Records, a division of Sony Music Entertainment"
0RejlT9bmqcXGrqMaJRos0,© 2018 Aftermath Records
0RejlT9bmqcXGrqMaJRos0,An Aftermath/Shady/Interscope Records Release; ℗ 2018 Aftermath Records
64nhe9s692yKECAoMcEQ8U,"© 2019 Big Machine Label Group, LLC"
64nhe9s692yKECAoMcEQ8U,"℗ 2019 Big Machine Label Group, LLC"
0mZIUXje90JtHxPNzWsJNR,"© 2018 Artist Partner Group, Inc. for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company."
0mZIUXje90JtHxPNzWsJNR,"℗ 2018 Artist Partner Group, Inc. for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company."
7IKUTIc9UWuVngyGPtqNHS,© 1971 Elektra Entertainment for United States and WEA International Inc. for the world outside of the United States.
7IKUTIc9UWuVngyGPtqNHS,℗ 1971 Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States
6VsJamdhvYKcnpwHAKULI0,© 2005 Interscope Records
6VsJamdhvYKcnpwHAKULI0,℗ 2005 Interscope Records
7zfsq2Hboh0SZMcWo2ASkD,"© 2018 Grade A Productions, LLC"
7zfsq2Hboh0SZMcWo2ASkD,"℗ 2018 Grade A Productions, LLC"
0JcW7yCW3Qj8uMfzO2lUDb,© 2018 Interscope Records
0JcW7yCW3Qj8uMfzO2lUDb,℗ 2018 Interscope Records
6JEvViJkAj8GjJbTeU5I7q,(C) 2018 Hear This Music Dist. by Sony Music Entertainment U.S. Latin LLC
6JEvViJkAj8GjJbTeU5I7q,(P) 2018 Hear This Music Dist. by Sony Music Entertainment U.S. Latin LLC
0syM7OUAhV7S6XmOa4nLUZ,"© 2018 Mabel McVey, under exclusive licence to Polydor Records, a division of Universal Music Operations Limited"
0syM7OUAhV7S6XmOa4nLUZ,"℗ 2019 Mabel McVey, under exclusive licence to Polydor Records, a division of Universal Music Operations Limited"
4PwXTHenZZx7ebgsnTM65K,(P) 2019 Sony Music Entertainment UK Limited
5rlB2HPoNHg2m1wmmh0TRv,"(P) 2013 RCA Records, a division of Sony Music Entertainment"
6owzcG80ifZRDApCpzJYK1,"© 2019 Real Hasta La Muerte LLC, Distributed By UMG Recordings, Inc."
6owzcG80ifZRDApCpzJYK1,"Universal Music Latino; ℗ 2019 Real Hasta La Muerte LLC, Distributed By UMG Recordings, Inc."
719ELjvRzp0lHiLyAuAGj3,"(P) 2009 Experience Hendrix L.L.C., under exclusive license to Sony Music Entertainment"
17l7MIu0Jh0tdgK7or9ovw,© 2015 Interscope Records
17l7MIu0Jh0tdgK7or9ovw,℗ 2015 Interscope Records
7f9KDGqY7X2VLBM5aA66KM,2001 DEATH ROW
7f9KDGqY7X2VLBM5aA66KM,2001 DEATH ROW
1klALx0u4AavZNEvC4LrTL,© 2015 Apple Corps Ltd
1klALx0u4AavZNEvC4LrTL,℗ 2015 Calderstone Productions Limited (a division of Universal Music Group)
0QmyqQAPTLxNCs6qya9CSa,"© 2017 KOPG Ltd, under exclusive licence to Virgin EMI Records, a division of Universal Music Operations Ltd"
0QmyqQAPTLxNCs6qya9CSa,"℗ 2017 KOPG Ltd, under exclusive licence to Virgin EMI Records, a division of Universal Music Operations Ltd"
0dAvbhVYW3bGnLldQ8Nvwn,"© 2015 Island Records, a division of UMG Recordings, Inc."
0dAvbhVYW3bGnLldQ8Nvwn,"℗ 2015 Island Records, a division of UMG Recordings, Inc."
7dXu1oLf9VPkCsBvXxz4Oe,"© 2011 Fueled By Ramen, LLC for the United States and WEA International Inc. for the world outside of the United States."
7dXu1oLf9VPkCsBvXxz4Oe,"℗ 2011 Fueled By Ramen, LLC for the United States and WEA International Inc. for the world outside of the United States."
22F5ZYY1sxoJjk6HzZfmC1,© 2012 Cash Money Records Inc.
22F5ZYY1sxoJjk6HzZfmC1,℗ 2012 Cash Money Records Inc.
04G0YylSjvDQZrjOfE5jA5,© 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved.
04G0YylSjvDQZrjOfE5jA5,℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved.
3egRoultzC0Q1RtbDjFXLP,© 2014 Universal International Music B.V.
3egRoultzC0Q1RtbDjFXLP,℗ 2014 Universal International Music B.V.
1txlKAEVt0FL3dLOAX6pZj,(C) 2015 ARTBEATZ. Distributed by Sony Music Entertainment
1txlKAEVt0FL3dLOAX6pZj,(P) 2015 ARTBEATZ. Distributed by Sony Music Entertainment
3zXR5GOXPq0Uc7tWC9fO3X,2016 Future Classic under exclusive license to Transgressive Records Ltd / [PIAS]
3zXR5GOXPq0Uc7tWC9fO3X,2016 Future Classic under exclusive license to Transgressive Records Ltd
6ijGiBcBfUwkoyHn5VUHU2,© 2012 A&M/Octone Records
6ijGiBcBfUwkoyHn5VUHU2,℗ 2012 Interscope Records
6ZXHGBMAPVpVKtIirvWRzq,© 2016 W.A.V.E. Recordings / EMPIRE / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.
6ZXHGBMAPVpVKtIirvWRzq,℗ 2016 W.A.V.E. Recordings / EMPIRE / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.
77HfZENS166sAS9SUoBwYG,"(P) 2016 Monkey Puzzle Records, under exclusive license to RCA Records"
6rzMufuu8sLkIizM4q9c7J,(P) 2012 A$AP Rocky Recordings LLC/RCA Records. Marketed & Distributed by Polo Grounds Music/RCA Records.
2uEf3r9i2bnxwJQsxQ0xQ7,© 2011 Geffen Records
2uEf3r9i2bnxwJQsxQ0xQ7,This Compilation ℗ 2011 Geffen Records
0gT5HL6RnvHBxJ2gY7lidR,(P) 2012 Kemosabe Records
0TbxqNfvk8z1ktpHik61cy,© 2012 Interscope Records
0TbxqNfvk8z1ktpHik61cy,℗ 2012 Interscope Records
2XjPrtaAqvviEgSHCpzHmM,© 2015 KIDinaKORNER/Interscope Records
2XjPrtaAqvviEgSHCpzHmM,℗ 2015 KIDinaKORNER/Interscope Records
7DJG2krID3cGfejO7YRr3c,"2013 Rhino UK, a division of Warner Music UK Ltd."
7DJG2krID3cGfejO7YRr3c,"2013 Rhino UK, a division of Warner Music UK Ltd."
5cOhR878H8hC3UsxYq5Xyv,(P) 2015 Sony Music Entertainment UK Limited
1xGEbkqzqiCcUTBbasvShI,© 2010 Gum Prod licence exclusive Parlophone Music France
1xGEbkqzqiCcUTBbasvShI,℗ 2010 Gum Prod licence exclusive Parlophone Music France
453l82SGKWDAlOpKkUSX1u,© 2015 Interscope Records
453l82SGKWDAlOpKkUSX1u,℗ 2015 Interscope Records
5BvgP623rtvlc0HDcpzquz,"© 2012 Capitol Records, LLC"
5BvgP623rtvlc0HDcpzquz,"℗ 2012 Capitol Records, LLC"
2gXTTQ713nCELgPOS0qWyt,© 2013 Cash Money Records Inc.
2gXTTQ713nCELgPOS0qWyt,℗ 2013 Cash Money Records Inc.
0l28Q1FFEA0mtpEdEQw1r3,"(P) 2016 Epic Records, a division of Sony Music Entertainment"
62hc7RczwANxSpkHuUC5jY,2015 Armada Music B.V. under exclusive license to Kontor Records GmbH
62hc7RczwANxSpkHuUC5jY,2015 Armada Music B.V. under exclusive license to Kontor Records GmbH
7uwTHXmFa1Ebi5flqBosig,2015 XL Recordings Limited.
7uwTHXmFa1Ebi5flqBosig,2015 XL Recordings Limited.
5PW8nAtvf2HV8RYZFd4IrX,"© 2012 Lana Del Rey, under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA"
5PW8nAtvf2HV8RYZFd4IrX,"℗ 2012 Lana Del Rey, under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA"
0dzeoQhVNzKkwM5ieOJC54,(P) 2016 Sony Music Entertainment UK Limited
28ZKQMoNBB0etKXZ97G2SN,"© 2015 The Weeknd XO, Inc., Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc."
28ZKQMoNBB0etKXZ97G2SN,"℗ 2015 The Weeknd XO, Inc., Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc."
355RqMyXhDoOD0l4qMUxeT,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
355RqMyXhDoOD0l4qMUxeT,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
2LYwooMTH1iJeBvWyXXWUf,© 2016 Capitol Latin
2LYwooMTH1iJeBvWyXXWUf,℗ 2016 Capitol Latin
0RHX9XECH8IVI3LNgWDpmQ,"© 2002 Parlophone Records Ltd, a Warner Music Group Company"
0RHX9XECH8IVI3LNgWDpmQ,"℗ 2002 Parlophone Records Ltd, a Warner Music Group Company"
6LBiuhK7PZKjVXyMfPxPoh,"© 2010 Roc-A-Fella Records, LLC"
6LBiuhK7PZKjVXyMfPxPoh,"℗ 2010 Roc-A-Fella Records, LLC"
6ZG5lRT77aJ3btmArcykra,"© 2000 Parlophone Records Ltd, a Warner Music Group Company"
6ZG5lRT77aJ3btmArcykra,"℗ 2000 Parlophone Records Ltd, a Warner Music Group Company"
4v55njNe2owBsm6VuEiTLe,© 2015 Big Beat Records Inc. for the United States and WEA International for the world outside of the United States. A Warner Music Group Co.
4v55njNe2owBsm6VuEiTLe,℗ 2015 Big Beat Records Inc. for the United States and WEA International for the world outside of the United States. A Warner Music Group Co.
6hPkbAV3ZXpGZBGUvL6jVM,© 2000 Warner Records Inc.
6hPkbAV3ZXpGZBGUvL6jVM,℗ 2000 Warner Records Inc.
5y6AnqHZ247zdHCF9avGCU,"(P) 2016 Columbia Records, a Division of Sony Music Entertainment"
4aUQP9kw5kVQyCcCiC2yVv,(P) 2012 Columbia Berlin a unit of Sony Music Entertainment Germany GmbH
4X0NHS8CbsJVAMBxhSaHtD,"© 2013 Lana Del Rey, under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA"
4X0NHS8CbsJVAMBxhSaHtD,"℗ 2013 Lana Del Rey, under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA"
7n3QJc7TBOxXtlYh4Ssll8,2011 XL Recordings Ltd.
7n3QJc7TBOxXtlYh4Ssll8,2011 XL Recordings Ltd.
0S9QJQiRmG9JYYfJfKqhDF,"© 2016 Island Records, a division of UMG Recordings, Inc."
0S9QJQiRmG9JYYfJfKqhDF,"℗ 2016 Island Records, a division of UMG Recordings, Inc."
42UJjk8i8L0De7lQtu7sqi,© 2014 Mosley Music/Interscope Records
42UJjk8i8L0De7lQtu7sqi,℗ 2014 Mosley Music/Interscope Records
6mm1Skz3JE6AXneya9Nyiv,(P) 2007 SONY BMG MUSIC ENTERTAINMENT
03JboE7JdI2P2lZjzVFjUP,2009 Shawn Carter. Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company. All Rights Reserved.
03JboE7JdI2P2lZjzVFjUP,2009 Shawn Carter. Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company. All Rights Reserved.
0f2teAfQd97LzryrjUDXCL,"(P) 2009, 2010 Sony Music Entertainment"
6cunQQ7YZisYOoiFu2ywIq,Track 2 & 18 (P) 2011; all othertracks (P) 2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited
7HOzvP7Ta2lLueojdlJtdZ,2012 Infectious Music
7HOzvP7Ta2lLueojdlJtdZ,2012 Infectious Music
2oKzsLJeOGZ5bMXDPuWCxe,"© 2012 Schoolboy/Universal Republic Records, a division of UMG Recordings, Inc."
2oKzsLJeOGZ5bMXDPuWCxe,"℗ 2012 Schoolboy/Universal Republic Records, a division of UMG Recordings, Inc."
3QZ9gSv35M8vfQA127l3vn,"© 2015 Getting Out Our Dreams, Inc./Def Jam Recordings, a division of UMG Recordings, Inc."
3QZ9gSv35M8vfQA127l3vn,"℗ 2015 Getting Out Our Dreams, Inc./Def Jam Recordings, a division of UMG Recordings, Inc."
3zo0Hxh9rjJsdw2JAKReE3,"(P) 2013 Columbia Records, a Division of Sony Music Entertainment"
2SF8Wbc61u8hlQkZYGVCnx,"2015 Will Walker Records, LLC"
2SF8Wbc61u8hlQkZYGVCnx,"2015 Will Walker Records, LLC"
5yQ3ctYzF5d1SgMzhyWe8s,© 2015 KIDinaKORNER/Interscope Records
5yQ3ctYzF5d1SgMzhyWe8s,℗ 2015 KIDinaKORNER/Interscope Records
43wpzak9OmQfrjyksuGwp0,(P) 1981 Sony Music Entertainment
4HLTw1RgvSZkSLAc3pU9kU,"© 2015 Hollywood Records, Inc. & Island Records, a division of UMG Recordings, Inc."
4HLTw1RgvSZkSLAc3pU9kU,"℗ 2015 Hollywood Records, Inc. & Island Records, a division of UMG Recordings, Inc."
3kaQUt8Mp906u1fI0LDqO6,2015 Warner Records Inc.
3kaQUt8Mp906u1fI0LDqO6,2015 Warner Records Inc.
4mkvtXQd6rD7zuAHhexEvb,"© 2011 Avicii Music AB, Under exclusive license to Universal Music AB"
4mkvtXQd6rD7zuAHhexEvb,"℗ 2011 Avicii Music AB, Under exclusive license to Universal Music AB"
61ulfFSmmxMhc2wCdmdMkN,(P) 1994 Sony Music Entertainment
4JlzEvVJqpb62Xwc0EmOHr,(P) 2014 Kemosabe Records
4xkM0BwLM9H2IUcbYzpcBI,"(P) 2013 Columbia Records, a Division of Sony Music Entertainment"
5h5XOo9ZoMhKA4uu0NXiD7,"© 2012 Lana Del Rey, under exclusive license to Universal Music Domestic Rock/Urban, a division of Universal Music GmbH"
5h5XOo9ZoMhKA4uu0NXiD7,"℗ 2012 Lana Del Rey, under exclusive license to Universal Music Domestic Rock/Urban, a division of Universal Music GmbH"
0spT2EJ0PlKmrwydKWHRA1,2014 Big Brother Recordings Ltd
0spT2EJ0PlKmrwydKWHRA1,2014 Big Brother Recordings Ltd
0rRNLpdA8nA8Sm8Fk490b9,2003 XL Recordings Ltd under exclusive license from Third Man Recordings
0rRNLpdA8nA8Sm8Fk490b9,2003 XL Recordings Ltd under exclusive license from Third Man Recordings
5W98Ab4VvQEuFEE4TIe5fE,"(P) 2014, 2015 Epic Records, a division of Sony Music Entertainment"
5BAqg5IJQ7XFKfdoCiOlJw,"(P) 2014 RCA Records, a division of Sony Music Entertainment"
2ryym6yEc6r3ZuigHBDr1A,2015 TONSPIEL under exclusive license to Warner Music Group Germany Holding GmbH / A Warner Music Group Company
2ryym6yEc6r3ZuigHBDr1A,2015 TONSPIEL under exclusive license to Warner Music Group Germany Holding GmbH / A Warner Music Group Company
2JkfTpYUHaeOqwMKxDu2n4,"© 2016 SpinninRecords.com, under exclusive license to Virgin Records, a division of Universal Music GmbH"
2JkfTpYUHaeOqwMKxDu2n4,"℗ 2016 SpinninRecords.com, under exclusive license to Virgin Records, a division of Universal Music GmbH"
3G2kixP0Pi8L0KgmSYohb2,"© 2015 Republic Records, a division of UMG Recordings, Inc."
3G2kixP0Pi8L0KgmSYohb2,"℗ 2015 Republic Records, a division of UMG Recordings, Inc."
0D49RvtlLCKyxeDKDnBU2R,"© 2011 Foo & Blu, LLC, under exclusive License to Interscope Records"
0D49RvtlLCKyxeDKDnBU2R,"℗ 2011 Foo & Blu, LLC, under exclusive License to Interscope Records"
7viNUmZZ8ztn2UB4XB3jIL,(P) 2014 Roc Nation LLC
0UccZZgelTAbbk3OSPZymO,2007 Warner Records Inc.
0UccZZgelTAbbk3OSPZymO,2007 Warner Records Inc.
1kqXau1FkG7RGKCwo0OWs1,"© 2015 Republic Records, a division of UMG Recordings, Inc."
1kqXau1FkG7RGKCwo0OWs1,"℗ 2015 Republic Records, a division of UMG Recordings, Inc."
7p1fX8aUySrBdx4WSYspOu,(P) 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited
0oKmvkXNQvyd3fHVn4zF7u,"© 2015 Republic Records, a division of UMG Recordings, Inc."
0oKmvkXNQvyd3fHVn4zF7u,"℗ 2015 Republic Records, a division of UMG Recordings, Inc."
02pi98kE0nra0yBqCStzbC,© 2011 Warner Music UK Limited
02pi98kE0nra0yBqCStzbC,℗ 2011 Warner Music UK Limited
11Bkx3E99vf0IlYPND61LJ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
11Bkx3E99vf0IlYPND61LJ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
5XJ2NeBxZP3HFM8VoBQEUe,"© 2012 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States."
5XJ2NeBxZP3HFM8VoBQEUe,"℗ 2012 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States."
7cVXH4slEYzGjDh498OFyL,"(P) 2015 Ultra Records, LLC"
4IjfVRMzE8yNH84Q6UZSV6,"(P) 2012 Columbia Records, a Division of Sony Music Entertainment"
64SChsjQBiEe3aVTFYnW1b,© 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.
64SChsjQBiEe3aVTFYnW1b,℗ 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.
4neocSMt40stXKK2B8Sy2G,(P) 2015 RCA Records and Young Money Entertainment/Cash Money Records
7666JCeGvPashwRm40pmq2,© 2014 Universal Music AB
7666JCeGvPashwRm40pmq2,℗ 2014 Universal Music AB
2R7iJz5uaHjLEVnMkloO18,"© 2011 Parlophone Records Ltd, a Warner Music Group Company"
2R7iJz5uaHjLEVnMkloO18,"℗ 2011 Parlophone Records Ltd, a Warner Music Group Company"
5lNzygOpCmzRx4N301icBB,© 2009 Interscope Records
5lNzygOpCmzRx4N301icBB,℗ 2009 Interscope Records
3NkZqXMTPlFgbgvifgrhLN,"© 2014 Hollywood Records, Inc."
3NkZqXMTPlFgbgvifgrhLN,"℗ 2014 Hollywood Records, Inc."
2Y9IRtehByVkegoD7TcLfi,2006 Warner Records Inc.
2Y9IRtehByVkegoD7TcLfi,2006 Warner Records Inc.
7m2Gzfu5nMgHTiMbNDwPr7,"(P) 2015 Epic Records, a division of Sony Music Entertainment"
6TJmQnO44YE5BtTxH8pop1,(C) 2004 The Island Def Jam Music Group
6TJmQnO44YE5BtTxH8pop1,(P) 2004 The Island Def Jam Music Group
4LkxAH60g5KbV9cg0xt5Lw,© 2015 School Boy/Interscope Records
4LkxAH60g5KbV9cg0xt5Lw,℗ 2015 School Boy/Interscope Records
30oyKmiKCKSbkBRWljEvpx,© 2013 Warner Music UK Limited
30oyKmiKCKSbkBRWljEvpx,℗ 2013 Warner Music UK Limited
7EvlnQaVuUuFLIeSuE6nRq,"2016 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company"
7EvlnQaVuUuFLIeSuE6nRq,"2016 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company"
7iC7iQaeRrG33H6VInfl00,© 2014 Interscope Records
7iC7iQaeRrG33H6VInfl00,℗ 2014 Interscope Records
3GD5rN7BaRG8kg63Xse1To,"© 2015 Republic Records, a division of UMG Recordings, Inc."
3GD5rN7BaRG8kg63Xse1To,"℗ 2015 Republic Records, a division of UMG Recordings, Inc."
4GRDFQ9HRoO0by8H0r2a3I,"© 2005 Roc-A-Fella Records, LLC"
4GRDFQ9HRoO0by8H0r2a3I,"℗ 2005 Roc-A-Fella Records, LLC"
0ezwRysfWCrR5tDgpBwkIw,"© 2016 Parlophone Records Limited, a Warner Music Group Company"
0ezwRysfWCrR5tDgpBwkIw,"℗ 2016 Parlophone Records Limited, a Warner Music Group Company"
0dNtcQ9V2sXifWktjrspYP,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
