index	track	track_id	artist	artist_id	album	album_id	release_date	duration	explicit	danceability	energy	key	loudness	mode	speechiness	instrumentalness	liveness	valence	tempo	time_signature	playcount	yt_views	genres
3905	Honeypie	6FfLg6FFqhCsrFOaHIGkg0	JAWNY	25pd339V2rRJo84USlcSRP	For Abby	7KHTE99FaDr8r7V8BZG7WN	2020-10-27	02:16	False	0.74	0.688	5	-4.361	0	0.0916	0.0	0.138	0.935	115.035	4	178498242	30368175	
3906	Astronaut In The Ocean	3Ofmpyhv5UAQ70mENzB277	Masked Wolf	1uU7g3DNSbsu0QjSEqZtEd	Astronaut In The Ocean	7vus4Q8r5DS2Dl1JClxEsA	2021-01-06	02:13	True	0.778	0.695	4	-6.865	0	0.0913	0.0	0.15	0.472	149.996	4	792038011	257896663	
3907	Afterglow	0E4Y1XIbs8GrAT1YqVy6dq	Ed Sheeran	6eUKZXaKkcviH0Ku9w2n3V	Afterglow	5bb2Sf8jps2DTyI2urMThV	2020-12-21	03:5	False	0.641	0.324	11	-5.851	1	0.0299	0.0	0.328	0.273	110.184	4	270703402	102020775	folk-pop
3908	Girls, Girls, Girls	5xLyTbCFONUGUuG0LtUxjn	Mötley Crüe	0cc6vw3VN8YlIcvr1v7tBL	Girls, Girls, Girls	0Tnve4bDxyiBCRaj03qO8z	1987	04:30	False	0.6	0.931	7	-4.647	1	0.0734	7.1e-05	0.392	0.542	140.123	4	164010283	15351800	glam metal,heavy metal,arena rock
3909	Dr. Feelgood	3U6sjwor2GyL9gwiolSi1Q	Mötley Crüe	0cc6vw3VN8YlIcvr1v7tBL	Dr. Feelgood	6pL7kL9cOc0DpWCq6qJtxQ	1989	04:50	False	0.537	0.968	2	-3.957	1	0.0705	0.00945	0.231	0.348	110.966	4	140530786	18275307	glam metal,hard rock
3910	Home Sweet Home	4zXvB4MoQD8onk0NCZbeHG	Mötley Crüe	0cc6vw3VN8YlIcvr1v7tBL	Theatre of Pain	18fYN6Hlig5t7ObBfQYUPe	1985	04:1	False	0.403	0.777	5	-6.416	1	0.0354	3.28e-06	0.124	0.149	76.329	4	141477825	26712084	glam metal
3911	Dior 2001	2eNSyVH3sNPiAj9WpRYK73	RIN	18ISxWwWjV6rPLoVCXf1dz	Planet Megatron	6yXuLl7rOy2digAW9PLjlu	2018-08-17	03:13	False	0.43	0.699	1	-5.892	1	0.143	0.093	0.123	0.473	76.854	4	122445174	40178729	
3912	All For Us - from the HBO Original Series Euphoria	10hMM5nsZQf66ldBlgWBfG	Labrinth	2feDdbD5araYcm6JhFHHw7	All For Us (from the HBO Original Series Euphoria)	6x4UQQ7TVOja89iXV047Zo	2019-08-04	03:13	False	0.348	0.652	3	-7.145	1	0.0931	0.000264	0.33	0.172	70.956	4	140157971	19623903	gospel
3913	Fine Line	6VzcQuzTNTMFnJ6rBSaLH9	Harry Styles	6KImCVD70vtIoJWnq6nGn3	Fine Line	7xV2TzoaVc0ycW7fwBwAml	2019-12-13	06:18	False	0.306	0.347	2	-8.5	1	0.0334	0.00013	0.0485	0.0511	120.996	4	181429843	30420614	pop rock
3914	To Be So Lonely	5JiH89mHrv9oWHlD0T326z	Harry Styles	6KImCVD70vtIoJWnq6nGn3	Fine Line	7xV2TzoaVc0ycW7fwBwAml	2019-12-13	03:12	False	0.758	0.436	0	-7.269	1	0.0418	1.61e-05	0.335	0.605	104.959	4	144166015	14485402	pop rock
3915	Sunflower, Vol. 6	6iYMfxznTBlcVOgRHab2W0	Harry Styles	6KImCVD70vtIoJWnq6nGn3	Fine Line	7xV2TzoaVc0ycW7fwBwAml	2019-12-13	03:42	False	0.566	0.846	7	-6.904	0	0.035	0.000795	0.121	0.86	160.02	4	171192957	21181036	pop rock
3916	hate u love u	6ATgDc6e4sPn84hvJsAmPt	Olivia O'Brien	1QRj3hoop9Mv5VvHQkwPEp	hate u love u	0rajxwGsaQ1sqoegXK6gvw	2016-12-09	02:55	False	0.407	0.416	6	-8.915	0	0.174	0.0	0.0981	0.246	176.947	4	326392739	6857213	
3917	Complicated	0jllH0usRFD4LJkJnGK9Lf	Olivia O'Brien	1QRj3hoop9Mv5VvHQkwPEp	Complicated	18IaOJpyXfqbOsZIqmnfpZ	2015-08-09	03:9	False	0.657	0.355	7	-12.044	1	0.0714	0.000427	0.123	0.0808	74.99	4	256472298	6049131	
3918	Boys Like You - Acoustic	51xRMJFRBrW9C1RI1qW4S0	Anna Clendening	2y9j8qUwBMGPYPQJJxmYzD	Boys Like You (Acoustic)	5vFQw6vOWYH9SaYVbSY9to	2017-04-28	03:59	False	0.477	0.128	2	-14.567	1	0.0707	0.0	0.0875	0.38	88.917	4	119643979	65181507	
3919	Nothing to Regret	3C2xQqHVkhA1Ht17SzPRke	Robinson	38CvLGTsjtoloDgv3OKQp8	Nothing to Regret	4UreP5hWmaXUj0b6IoKGTj	2018-02-23	03:28	True	0.697	0.521	5	-6.519	1	0.031	0.0	0.189	0.331	91.998	4	113896077	2930121	
3920	This City	3H3r2nKWa3Yk5gt8xgmsEt	Sam Fischer	6L1XC7NrmgWRlwAeLJvVtA	This City	5waiE6DS2ntWF3Q0yekJUm	2019-12-11	03:15	False	0.605	0.377	11	-6.213	1	0.0443	0.0	0.0808	0.519	73.877	4	405088167	37005242	
3921	Dead To Me	6LOZws7T3jqZz78unPgFF9	Kali Uchis	1U1el3k54VvEUzo3ybLPlM	Isolation	4EPQtdq6vvwxuYeQTrwDVY	2018-04-06	03:20	False	0.675	0.761	4	-4.469	0	0.0466	0.0	0.102	0.428	119.001	4	189592926	1467143	r&b,neo soul,bossa nova,reggaeton,hip hop,funk,bedroom pop,alternative r&b
3922	After The Storm (feat. Tyler, The Creator & Bootsy Collins)	1otG6j1WHNvl9WgXLWkHTo	Kali Uchis	1U1el3k54VvEUzo3ybLPlM	Isolation	4EPQtdq6vvwxuYeQTrwDVY	2018-04-06	03:27	False	0.702	0.659	4	-6.766	0	0.13	0.00201	0.218	0.843	79.64	4	199116973	88829174	neo soul,electronica
3923	Polvo	68mrW6gXHgupgSiDHgaDi5	Nicky Jam	1SupJlEpv7RS2tPNRaHViT	Polvo	3xhACmNvvaKmvdslE1bevB	2020-11-20	03:31	False	0.763	0.621	11	-6.169	0	0.066	2.94e-06	0.106	0.582	82.042	4	196790996	96859707	
3924	Bandido	1xK1Gg9SxG8fy2Ya373oqb	Myke Towers	7iK8PXO48WeuP03g8YR51W	Bandido	5sIyJyOgwEIOgBhLxIGG3t	2020-12-10	03:53	False	0.713	0.617	8	-4.637	1	0.0887	0.0	0.0962	0.682	168.021	4	499684463	537491755	
3925	Me Gusta (with Cardi B & Myke Towers)	7e1VoRlNumuEkXlITMHKLE	Anitta	7FNnA9vBm6EKceENgCGRMb	Me Gusta (with Cardi B & Myke Towers)	5J7bWCachL4Q662xAfzyJd	2020-09-18	03:1	False	0.91	0.604	6	-4.392	0	0.082	0.0	0.0863	0.807	110.075	4	150496673	133667170	latin pop,funk carioca,pagode baiano
3926	Del Mar	5cpJFiNwYyWwFLH0V6B3N8	Ozuna	1i8SpTcr7yvPOmcqrbnVXY	Enoc	69iuPQsXel3luOSDNF0q2Q	2020-09-04	03:35	True	0.759	0.636	6	-5.585	1	0.0369	0.000143	0.166	0.536	109.976	4	210651216	85145036	reggaeton
3927	Good Days	3YJJjQPAbDT7mGpX3WtQ9A	SZA	7tYKF4w9nC0nq9CsPZTHyP	Good Days	781cKhbTPwLnPmo9BALQl7	2020-12-25	04:39	True	0.436	0.655	1	-8.37	0	0.0583	8.1e-06	0.688	0.412	121.002	4	427980145	64102395	alternative r&b,neo-soul
3928	Drew Barrymore	06u5LrUpbosQlQ1QJFhPpG	SZA	7tYKF4w9nC0nq9CsPZTHyP	Ctrl	76290XdXVF9rPzGdNRWdCh	2017-06-09	03:51	True	0.577	0.523	0	-5.538	0	0.0429	0.0	0.147	0.29	134.93	4	179152398	22298349	
3929	Supermodel	5wTVNpi5WDByxBgKgUE6MU	SZA	7tYKF4w9nC0nq9CsPZTHyP	Ctrl	76290XdXVF9rPzGdNRWdCh	2017-06-09	03:1	True	0.613	0.442	6	-8.874	1	0.288	0.0	0.26	0.252	119.737	5	142412717	24210193	
3930	Garden (Say It Like Dat)	19woxaSpjOefa2JnAOoqW5	SZA	7tYKF4w9nC0nq9CsPZTHyP	Ctrl	76290XdXVF9rPzGdNRWdCh	2017-06-09	03:28	True	0.73	0.457	9	-7.26	1	0.283	0.0	0.124	0.549	111.352	4	158224910	31566914	alternative r&b,trap
3931	Hecha Pa' Mi	3VvA1wSxukMLsvXoXtlwWx	Boza	2NfSBtmWe7oPw1EmetJVso	Más Negro Que Rojo	1dzGsItgF4Gp1G4TNsdoXU	2020-07-31	03:6	False	0.725	0.756	4	-5.013	1	0.0572	0.000685	0.103	0.828	100.07	4	407981785	107012570	dance-pop,reggaeton
3932	Anyone	31qCy5ZaophVA81wtlwLc4	Justin Bieber	1uNFoZAHBGtllmzznpCI3s	Anyone	51kijm0sjZz0yOa3kVBPUU	2021-01-01	03:11	False	0.686	0.538	2	-8.026	1	0.0345	3.13e-06	0.113	0.584	115.884	4	390606743	86231843	synth-pop
3933	Heat Waves	02MWAaffLxlfxAUY7c5dvx	Glass Animals	4yvcSjfu4PC0CYQyLy4wSq	Dreamland (+ Bonus Levels)	0KTj6k94XZh0c6IEMfxeWV	2020-08-06	03:59	False	0.761	0.525	11	-6.9	1	0.0944	6.7e-06	0.0921	0.531	80.87	4	861749235	86218036	psychedelic pop,r&b
3934	Youth	1LPGwuFgIzbJoShfDdw7MY	Glass Animals	4yvcSjfu4PC0CYQyLy4wSq	How To Be A Human Being	6qb9MDR0lfsN9a2pw77uJy	2016-08-26	03:51	False	0.648	0.718	9	-7.765	0	0.0298	0.00156	0.112	0.785	96.017	4	124534722	40529192	
3935	Emergency	6E7oFW7xTK6Ghucsq6tMUj	Icona Pop	1VBflYyxBhnDc9uVib98rw	Emergency EP	1hZkAUxHrsteOYTCnrdD6J	2015-07-17	02:50	True	0.834	0.969	6	-3.383	1	0.063	0.000723	0.0635	0.928	125.985	4	108976079	27280822	electro swing,dance-pop,house
3936	Return of the Mack	3jDdpx9PMlfMBS5tOBHFm9	Mark Morrison	6V3F8MZrOKdT9fU686ybE9	Return of the Mack	6plavTFCGXv5vpy0jZVtOV	1996-04-22	03:33	False	0.715	0.833	2	-5.379	1	0.108	0.0	0.164	0.612	95.487	4	212437199	145221895	r&b,new jack swing
3937	Rooftop	67HXZV6V4bD1PhHfafolBv	Nico Santos	3A9B6c1CrSPauiOblw7pWz	Streets Of Gold	7uUIEZ7uNLHJdpvVUxpB1e	2018-10-12	03:17	False	0.717	0.732	0	-5.774	1	0.167	0.0	0.0574	0.598	82.045	4	109175105	44914017	
3938	I Love Rock 'N Roll	2Cdvbe2G4hZsnhNMKyGrie	Joan Jett & The Blackhearts	1Fmb52lZ6Jv7FMWXXTPO3K	I Love Rock 'N' Roll (Expanded Edition)	555qwe1qUgLdee80TZ2CQt	1981-11-18	02:55	False	0.535	0.716	4	-5.025	1	0.0431	0.0	0.659	0.901	94.379	4	149061629	2433816	hard rock
3939	My Band	4XHQyvbrBsQaaBUW1VvmsL	D12	5Qi4Bb7a8C0a00NZcA77L0	D-12 World	61EgDesQnFVyYf2UneM9PQ	2004-01-01	04:59	True	0.851	0.849	1	-3.383	0	0.0828	2.05e-06	0.116	0.844	120.014	4	145337446	80265942	comedy hip hop,pop rap
3940	Perfect	4j3X4KX8rURekAVIFUhI23	Simple Plan	2p4FqHnazRucYQHyDCdBrJ	No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)	3W6TEVlmaP22E4KvWY9HrS	2018-04-06	04:37	False	0.494	0.672	3	-4.877	1	0.0405	0.0	0.105	0.557	156.208	4	136563632	165521585	emo
3941	I'm Just a Kid	6otiaV2fagE3s8IvP6WkwG	Simple Plan	2p4FqHnazRucYQHyDCdBrJ	No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)	3W6TEVlmaP22E4KvWY9HrS	2018-04-06	03:18	False	0.527	0.834	1	-5.531	1	0.0447	0.000102	0.0993	0.422	110.065	4	175807516	44497423	pop punk
3942	Ms. Fat Booty	0IVAlb0cFCH1cQ974iR1TU	Mos Def	0Mz5XE0kb1GBnbLQm2VbcO	Black On Both Sides	5gK2l2LgWY0BA4p9uy27z6	1999-10-12	03:44	True	0.782	0.589	1	-4.827	1	0.189	0.0	0.164	0.869	90.438	4	147357785	17438457	hip hop
3943	Going to California - Remaster	70gbuMqwNBE2Y5rkQJE9By	Led Zeppelin	36QJpDe2go2KgaRleHCDTp	Led Zeppelin IV (Deluxe Edition)	44Ig8dzqOkvkGDzaUof9lK	1971-11-08	03:32	False	0.503	0.265	2	-15.913	1	0.0333	0.045	0.0867	0.522	78.044	4	137572638	11969233	rock
3944	Drown (feat. Clinton Kane)	4RVtBlHFKj51Ipvpfv5ER4	Martin Garrix	60d24wfXkVzDSfLS6hyCjZ	Drown (feat. Clinton Kane)	7rU4vsRIhRRfMt3qy6ADND	2020-02-27	02:54	False	0.573	0.739	9	-5.455	1	0.0581	0.0	0.175	0.363	120.077	4	150569948	13568443	edm,pop
3945	Myself	2cvOfKHOHgwQlLiuLKP2xR	Post Malone	246dkjvS1zLTtiykXe5h60	Hollywood's Bleeding	4g1ZRSobMefqF6nelkgibi	2019-09-06	02:38	True	0.476	0.701	0	-4.234	1	0.0349	0.0	0.242	0.405	163.882	4	121919336	10594803	hip hop,pop
3946	Up There	2rKmNEYrQxaOPZrOWKZpOc	Post Malone	246dkjvS1zLTtiykXe5h60	Stoney (Deluxe)	5s0rmjP8XOPhP6HhqOhuyC	2016-12-09	03:15	True	0.654	0.378	5	-8.108	0	0.0322	1.07e-05	0.0971	0.437	72.976	4	123301133	38567	hip hop
3947	Yours Truly, Austin Post	0LpiKjWMfZTkPPHonlM8nB	Post Malone	246dkjvS1zLTtiykXe5h60	Stoney (Deluxe)	5s0rmjP8XOPhP6HhqOhuyC	2016-12-09	03:39	True	0.649	0.618	6	-5.694	1	0.0672	2.53e-06	0.166	0.421	125.977	4	115947985	336283	hip hop
3948	Wow. - Remix	0fcq51a3gOI6gPvzc0YLsk	Post Malone	246dkjvS1zLTtiykXe5h60	Wow. (Remix)	1Id3Zj9GMvi7dPj3u6cMNs	2019-03-15	02:50	True	0.797	0.64	11	-6.272	0	0.194	0.0	0.209	0.486	100.002	4	136617730	44233163	hip hop
3949	Who's Laughing Now	1Pmp486RrLRkaEkE3HFHXP	Ava Max	4npEfmQ6YuiwW1GpUmaq3F	Heaven & Hell	26c7MmQ4w8EAvVLb4jilaM	2020-09-18	03:0	False	0.648	0.641	7	-5.521	1	0.0389	3.63e-06	0.109	0.505	184.021	4	152636264	114848860	dance-pop
3950	Fitzpleasure	09BGE23vqmtylTUBEhzu2H	alt-J	3XHO7cRUPCLOr6jwp8vsx5	An Awesome Wave	2AxfZb5aQHIXgsB1HA6OLL	2012-05-28	03:39	False	0.578	0.594	9	-6.924	1	0.049	0.00116	0.102	0.354	143.953	4	115988025	29418296	
3951	Something Good	4VPZX5qq0mujdIrVhLFROu	alt-J	3XHO7cRUPCLOr6jwp8vsx5	An Awesome Wave	2AxfZb5aQHIXgsB1HA6OLL	2012-05-28	03:38	False	0.682	0.589	7	-10.361	1	0.0295	0.486	0.0791	0.534	108.989	4	108762970	27363747	indie rock,art rock
3952	Savage Love (Laxed – Siren Beat) [BTS Remix]	4TgxFMOn5yoESW6zCidCXL	Jawsh 685	56mfhUDKa1vec6rSLZV5Eg	Savage Love (Laxed - Siren Beat) [BTS Remix]	5O6izFQ2veRaZOcQSyOi4o	2020-10-02	03:5	True	0.758	0.598	0	-5.695	0	0.0868	0.0	0.295	0.658	149.836	4	162558696	176264772	dancehall,reggaeton
3953	Nobody's Love	3kwgqoBqTwoAH4nT29TYrq	Maroon 5	04gDigrS5kc9YWfZHwBETP	Nobody's Love	2cDt5R89HP8ZCXhNAmZs27	2020-07-24	03:31	False	0.486	0.567	1	-6.456	1	0.0379	0.0	0.0949	0.154	93.68	4	146858291	32942949	
3954	broken	6XcfKZvJio9Z0fQy11GnNX	lovelytheband	4KJ6jujcNPzOyhdNoiNftp	finding it hard to smile	2AbPwLvpR0FwpqGt4ZY1q4	2018-08-03	03:25	False	0.666	0.728	7	-5.808	1	0.0419	4.26e-06	0.0429	0.51	122.996	4	246135790	41355565	synth-pop,indie pop
3955	Figure It Out	3MjrueDQKVr6xDDseZwhEd	Royal Blood	2S5hlvw4CMtMGswFtfdK15	Royal Blood	0BFzNaeaNv4mahOzwZFGHK	2014-08-22	03:4	False	0.658	0.814	0	-4.631	1	0.0558	0.00676	0.216	0.69	108.016	4	170300621	32032540	hard rock,stoner rock,blues rock
3956	Control	50Td3qilgs8BLtv8mHyT1t	Zoe Wees	03d2mJXSMtuPI0nIvLnhoS	Control	4w177LbRYa3z07NifGptFp	2020-03-13	03:51	False	0.599	0.465	4	-4.95	1	0.0314	1.57e-06	0.149	0.0678	113.82	4	202168233	51672546	pop
3957	All We Got (feat. KIDDO)	1iAyJBksvAI6DQEnzv8l1E	Robin Schulz	3t5xRXzsuZmMDkQzgOX35S	IIII	2QC9gnxGo0MnJ98mLTOf6c	2021-02-26	03:10	True	0.504	0.76	4	-4.246	1	0.0426	0.0	0.151	0.64	183.933	4	195805718	34655667	
3958	Calling My Phone	5Kskr9LcNYa0tpt5f0ZEJx	Lil Tjay	6jGMq4yGs7aQzuGsMgVgZR	Calling My Phone	1QhKOq11hGEoNA42rV2IHp	2021-02-12	03:25	True	0.907	0.393	4	-7.636	0	0.0539	1.35e-06	0.135	0.202	104.949	4	388880252	117470611	
3959	Hold On	5qDsijQM75KTdv3RtSPx91	Lil Tjay	6jGMq4yGs7aQzuGsMgVgZR	True 2 Myself	1bCBZ8LedqwVYOLDLrRbbY	2019-10-11	03:9	True	0.691	0.602	9	-6.807	0	0.209	0.0	0.0637	0.685	151.987	4	142581131	42014871	hip hop,trap,r&b
3960	Leaked	0W64NfLrIsRTAFObko6uJx	Lil Tjay	6jGMq4yGs7aQzuGsMgVgZR	True 2 Myself	1bCBZ8LedqwVYOLDLrRbbY	2019-10-11	03:40	True	0.51	0.619	7	-7.918	1	0.281	0.0	0.0811	0.321	97.018	4	180088863	54814326	
3961	F.N	0RLLvYBopDwooCyvnTwgYu	Lil Tjay	6jGMq4yGs7aQzuGsMgVgZR	True 2 Myself	1bCBZ8LedqwVYOLDLrRbbY	2019-10-11	03:44	True	0.567	0.515	6	-10.265	0	0.247	0.0	0.078	0.321	120.1	1	449670024	234368899	
3962	Kamikaze	6TjP1C3sGQH1jBfzUXfcMg	MØ	0bdfiayQAKewqEvaU6rXCv	Kamikaze	6L3ecTkK0aKTUIV7x0l1lU	2015-10-15	03:34	False	0.663	0.878	1	-3.195	0	0.0646	3.39e-06	0.328	0.704	158.035	4	107023671	74248558	indie pop,alternative dance,electropop
3963	Beggin For Thread	4PvD06Pmbm2rHG2JjSlElF	BANKS	2xe8IXgCTpwHE3eA9hTs4n	Goddess (Deluxe)	1eeYYgK208xvkCEGkYqWah	2014-01-01	04:10	False	0.597	0.696	5	-6.196	0	0.0278	0.0735	0.255	0.397	107.96	4	117445145	18954924	pop
3964	Say You Love Me	7fex2V7RzWl9nCKyILjibB	Jessie Ware	5Mq7iqCWBzofK39FBqblNc	Tough Love (Deluxe)	0bmiqbjKEu7qN1o7poiN1X	2014-08-04	04:17	False	0.387	0.413	7	-8.95	1	0.0559	1.56e-05	0.262	0.249	173.73	3	154298866	141394395	pop,soul
3965	Won't Get Fooled Again - Original Album Version	0cJPLFrlV7TTCyPLupHzcH	The Who	67ea9eGLXYMsO2eYQRui3w	Who's Next	5MqyhhHbT13zsloD3uHhlQ	1971-08-14	08:31	False	0.686	0.92	2	-6.231	1	0.0566	0.27	0.0807	0.225	135.027	4	122014127	25939152	hard rock,progressive rock
3966	Pinball Wizard	6LbbHFEajG9e4m0G3L47c4	The Who	67ea9eGLXYMsO2eYQRui3w	Tommy	5cT7ee1sy2oEbFalP4asS4	1969-05-23	03:1	False	0.543	0.715	2	-8.89	1	0.0356	0.0	0.256	0.468	124.011	4	140150608	13849975	hard rock,power pop
3967	Behind Blue Eyes	0cKk8BKEi7zXbdrYdyqBP5	The Who	67ea9eGLXYMsO2eYQRui3w	Who's Next	5MqyhhHbT13zsloD3uHhlQ	1971-08-14	03:41	False	0.394	0.622	4	-8.258	0	0.0336	4.45e-05	0.0892	0.342	126.844	4	172082214	7639727	hard rock,folk rock
3968	Who Are You	23IJ5wLRhEZ9DOuia5mPiZ	The Who	67ea9eGLXYMsO2eYQRui3w	Who Are You	7at3CV9Y9P57wsEXkfU0q8	1978-08-18	06:22	False	0.651	0.648	9	-11.409	1	0.0501	0.0042	0.0655	0.49	156.372	4	145528522	8154390	progressive rock,hard rock
3969	My Generation - Stereo Version	4u9f8hqstB7iITDJNzKhQx	The Who	67ea9eGLXYMsO2eYQRui3w	My Generation	6Oc6Ok1Oawu8lRkjmD4mXy	1965-12-03	03:19	False	0.412	0.782	2	-9.186	0	0.058	0.00822	0.0775	0.705	96.732	4	179179383	2826	garage rock,power pop,r&b,mod pop
3970	Ooh La La	4lJ6YVXQ0jUk5ILu0PSrA4	Faces	3v4feUQnU3VEUqFrjmtekL	Ooh La La	4eTVgxB6wm5eGvesA4cUN5	1973	03:34	False	0.601	0.574	2	-8.166	1	0.03	1.14e-05	0.216	0.8	147.964	4	186220942	10194515	folk rock
3971	Angel	3xZMPZQYETEn4hjor3TR1A	Sarah McLachlan	4NgNsOXSwIzXlUIJcpnNUp	Surfacing	5qC5YqtLMlsm5Pyl6GtfpP	1997-08-29	04:30	False	0.532	0.0744	1	-16.092	1	0.0355	1.22e-05	0.106	0.125	117.131	3	137378759	126173566	pop
3972	Forever	12OLyHDxt6dqlAybSPFBK3	Lewis Capaldi	4GNC7GD6oZMSxPGyXy4MNB	Divinely Uninspired To A Hellish Extent	5658aM19fA3JVwTK6eQX70	2019-05-17	03:31	False	0.646	0.355	1	-7.119	1	0.0263	0.0	0.115	0.364	84.988	4	145471379	30739321	pop,blue-eyed soul
3973	Fever (feat. Angèle)	6m4twj3OSqtIW67d3XBHp1	Dua Lipa	6M2wZ9GZgrQXHCFfjv46we	Future Nostalgia	0nRVAnU410D5nOyVWCadJh	2020-03-27	02:37	False	0.87	0.676	6	-7.481	0	0.272	0.00999	0.105	0.417	115.007	4	200303560	81111811	dance-pop,deep house
3974	Tanto	0ZqhB08GsFc4xfV07AsXzE	Jesse & Joy	1mX1TWKpNxDSAH16LgDfiR	Aire (Versión Día)	6ra5IJfLnuwbBm8NhxA2zX	2020-05-08	03:40	False	0.76	0.772	11	-4.529	1	0.059	4.89e-06	0.111	0.604	143.942	4	129795449	149747741	
3975	Come Down	6h5IlvRJ2ZNPloCOdzUmyW	Anderson .Paak	3jK9MiCrA42lLAdMGUZpwa	Malibu	6xNFuLOko8gjxi5kUAyGyM	2016-01-15	02:57	True	0.82	0.908	10	-6.151	0	0.124	0.00155	0.296	0.919	98.381	4	124842661	20322694	r&b,soul,funk
3976	Straight up & Down	2mrZYZGmPFV3QOyYPZ1zsn	Bruno Mars	0du5cEVh5yTK9QJze8zA0C	24K Magic	4PgleR09JVnm3zY1fW3XBA	2016-11-17	03:18	False	0.552	0.733	3	-6.898	0	0.0933	0.0	0.0858	0.643	143.56	4	121337123	30610	r&b,soul,funk,pop,new jack swing
3977	Too Good to Say Goodbye	0B0tYbVp7pDQAqKDhgMeaL	Bruno Mars	0du5cEVh5yTK9QJze8zA0C	24K Magic	4PgleR09JVnm3zY1fW3XBA	2016-11-17	04:42	False	0.587	0.63	2	-6.054	1	0.0311	0.0	0.35	0.433	76.97	4	123906999	3154728	r&b,soul,funk,pop,new jack swing
3978	Finesse	5XMkENs3GfeRza8MfVAhjK	Bruno Mars	0du5cEVh5yTK9QJze8zA0C	24K Magic	4PgleR09JVnm3zY1fW3XBA	2016-11-17	03:11	False	0.741	0.798	5	-5.342	0	0.0718	0.0	0.0232	0.939	104.953	4	159469582	771295910	new jack swing,hip hop soul,funk
3979	Gorilla	2ih2U8ttFzCjnQ5njF3SrR	Bruno Mars	0du5cEVh5yTK9QJze8zA0C	Unorthodox Jukebox	58ufpQsJ1DS5kq4hhzQDiI	2012-12-07	04:4	True	0.717	0.544	7	-6.598	1	0.0371	5.16e-06	0.0973	0.641	139.959	4	179499871	159763016	arena rock,rock,soft rock
3980	Young Girls	3G5iN5QBqMeXx3uZPy8tgB	Bruno Mars	0du5cEVh5yTK9QJze8zA0C	Unorthodox Jukebox	58ufpQsJ1DS5kq4hhzQDiI	2012-12-07	03:49	False	0.561	0.749	6	-4.951	0	0.032	1.82e-06	0.205	0.501	125.986	4	176109174	59990514	pop
3981	Runaway Baby	7hCNBVRhHzcsRAv0TQnOzq	Bruno Mars	0du5cEVh5yTK9QJze8zA0C	Doo-Wops & Hooligans	6J84szYCnMfzEcvIcfWMFL	2010-10-05	02:28	False	0.656	0.767	11	-3.038	1	0.0396	0.0	0.114	0.871	163.834	4	210401913	7364603	funk,pop rock,doo-wop,soul
3982	Count on Me	3B5UbSndRz907IZhhmUfLi	Bruno Mars	0du5cEVh5yTK9QJze8zA0C	Doo-Wops & Hooligans	6J84szYCnMfzEcvIcfWMFL	2010-10-05	03:17	False	0.577	0.397	0	-5.98	1	0.028	0.0	0.0772	0.509	89.044	4	382333850	15883755	folk,tropical
3983	Talking to the Moon	1wVuPmvt6AWvTL5W2GJnzZ	Bruno Mars	0du5cEVh5yTK9QJze8zA0C	Doo-Wops & Hooligans	6J84szYCnMfzEcvIcfWMFL	2010-10-05	03:38	False	0.523	0.606	1	-4.754	0	0.0301	0.0	0.106	0.065	145.837	4	604782425	106903962	pop,r&b
3984	Prom Queen	6MpCaSIOfqBqbMED4kXgNY	Beach Bunny	2vnB6tuQMaQpORiRdvXF9H	Prom Queen	1lgr82yCJYR5lgsSyxXgBH	2018-08-10	02:17	False	0.528	0.797	4	-7.487	1	0.0485	0.011	0.14	0.751	143.785	4	171368840	14621686	indie pop,pop punk
3985	Dubai Shit	6urLjX35oXXRYtcH1b3dCh	Huncho Jack	6extd4B6hl8VTmnlhpl2bY	Huncho Jack, Jack Huncho	6FED8aeieEnUWwQqAO9zT1	2017-12-21	03:48	True	0.774	0.529	5	-4.479	0	0.0532	0.0	0.0814	0.227	138.072	4	120510609	5996503	hip hop
3986	Casper	1B4gJRq61xTs6r1O0Uq2iY	Takeoff	3EW0kQ1skZiK1NHg3Spt9J	The Last Rocket	5XRCcUfwtLNQflDd9cfz4U	2018-11-02	03:17	True	0.921	0.607	1	-7.397	1	0.209	1.12e-06	0.123	0.753	140.071	4	136610738	31128979	hip hop,trap
3987	FLIP THE SWITCH (feat. Drake)	1rlIrbWboTRGeKfHhgbJRZ	Quavo	0VRj0yCOv2FXJNP47XQnx5	QUAVO HUNCHO	2DjfazR5N3TgXBQ7oVALA1	2018-10-12	02:36	True	0.853	0.637	3	-5.924	0	0.331	0.0	0.267	0.496	86.048	4	129705860	1371541	trap
3988	Mr. Right Now (feat. Drake)	4Q34FP1AT7GEl9oLgNtiWj	21 Savage	1URnnhqYAYcrqrcwql10ft	SAVAGE MODE II	6wTyGUWGCilBFZ837k5aRi	2020-10-02	03:14	True	0.647	0.667	5	-5.563	1	0.304	0.0	0.133	0.704	172.08	4	165068048	15133653	
3989	Runnin	5SWnsxjhdcEDc7LJjq9UHk	21 Savage	1URnnhqYAYcrqrcwql10ft	SAVAGE MODE II	6wTyGUWGCilBFZ837k5aRi	2020-10-02	03:16	True	0.819	0.626	10	-4.574	0	0.202	0.101	0.167	0.415	143.01	4	209570338	60150057	
